@RELATION GitHub Community Health

@ATTRIBUTE seconds_since_created numeric
@ATTRIBUTE seconds_since_updated numeric
@ATTRIBUTE seconds_since_pushed numeric
@ATTRIBUTE size numeric
@ATTRIBUTE stargazers_count numeric
@ATTRIBUTE watchers_count numeric
@ATTRIBUTE primary_language {"Rust","JavaScript","PowerShell","TypeScript","PHP","Go","Jsonnet","Haskell","Java","Python",null,"HTML","C++","C","Shell","Swift","Ruby","Racket","Bicep","C#","Mustache","R","Kotlin","Zeek","Jupyter Notebook","Makefile","Dart","Common Lisp","Pascal","Erlang","Perl","QML","Emacs Lisp","Vue","CSS","Vala","Nim","MLIR","Dockerfile","ColdFusion","Nix","Batchfile","SCSS","Julia","mcfunction","Clojure","Roff","TeX","Scala","Vim script","ABAP","Rich Text Format","Ada","MQL5","CMake","Elixir","Smalltalk","Lean","NewLisp","SMT","wdl","Brainfuck","Tcl","Lua","MATLAB","Assembly","PostScript","HLSL","HolyC","Verilog","Starlark","Groovy","DM","Objective-C","Mathematica","Fortran","Logos","ZenScript","HCL","Puppet","reStructuredText","Jinja","ActionScript","Smarty","Liquid","OCaml","BitBake","XSLT","Reason","Scheme","Elm","Open Policy Agent","Less","GLSL","V","D","WebAssembly","Sass","Haxe","SourcePawn","AutoHotkey","Objective-C++","Xojo","SystemVerilog","ReScript","GDScript","Crystal","Squirrel","Svelte","Solidity","Prolog","YARA","Coq","Bluespec","MAXScript","Blade","Haml","Hack","PLpgSQL","Ren'Py","F#","YAML","Fluent","Rascal","Pony","OpenSCAD","CoffeeScript","Dafny","AutoIt","Game Maker Language","Markdown","Zig","Boogie","CodeQL","Q#","Chapel","EJS","Visual Basic .NET","Cuda","FreeBasic","Kaitai Struct","Nunjucks","Isabelle","Apex","Raku","Dhall","Agda","PureBasic","Stylus","YASnippet","AngelScript","Standard ML","RMarkdown","JSON","Modula-2","Handlebars","LLVM","Tea","Pike","Smali","Twig","G-code","TSQL","Gherkin","F*","Mercury","Futhark","RAML","BASIC","Stata","Meson","VBA","SQF","SaltStack","Component Pascal","Idris","AppleScript","Papyrus","M4","ATS"}
@ATTRIBUTE has_issues {"y","n"}
@ATTRIBUTE has_projects {"y","n"}
@ATTRIBUTE has_downloads {"y","n"}
@ATTRIBUTE has_wiki {"y","n"}
@ATTRIBUTE has_pages {"y","n"}
@ATTRIBUTE forks_count numeric
@ATTRIBUTE open_issues_count numeric
@ATTRIBUTE license {"Non-standard","MIT","Unlicense","None","Apache-2.0","GPL-2.0","GPL-3.0","AGPL-3.0","BSD-2-Clause","CC0-1.0","LGPL-2.1","BSD-3-Clause","MPL-2.0","CC-BY-4.0","CC-BY-SA-4.0","ISC","WTFPL","Zlib","LGPL-3.0","BSL-1.0","UPL-1.0","EPL-2.0","BSD-3-Clause-Clear","LPPL-1.3c","EPL-1.0","MIT-0","Artistic-2.0","EUPL-1.2","0BSD","OSL-3.0","ECL-2.0","OFL-1.1","AFL-3.0"}
@ATTRIBUTE topics_count numeric
@ATTRIBUTE workflows_count numeric
@ATTRIBUTE readme_size numeric
@ATTRIBUTE has_code_of_conduct {"y","n"}
@ATTRIBUTE has_contributing {"y","n"}
@ATTRIBUTE has_support_file {"y","n"}
@ATTRIBUTE has_funding_file {"y","n"}
@ATTRIBUTE has_security_file {"y","n"}
@ATTRIBUTE has_codeowners {"y","n"}
@ATTRIBUTE has_changelog {"y","n"}
@ATTRIBUTE has_codespaces {"y","n"}
@ATTRIBUTE has_discussions {"y","n"}
@ATTRIBUTE uses_dependabot {"y","n"}
@ATTRIBUTE has_issue_template {"y","n"}
@ATTRIBUTE has_pull_request_template {"y","n"}
@ATTRIBUTE languages_count numeric
@ATTRIBUTE primary_language_ratio numeric
@ATTRIBUTE has_deployments {"y","n"}
@ATTRIBUTE environments_count numeric
@ATTRIBUTE has_releases {"y","n"}
@ATTRIBUTE labels_count numeric
@ATTRIBUTE milestones_count numeric
@ATTRIBUTE contributor_count numeric

@DATA
156152024,185744,185747,47567,16,16,"Java","y","y","y","y","n",9,1,"GPL-3.0",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.984225621786359,"n",0,"y",7,0,1
42990193,185745,185749,549015,12,12,"JavaScript","y","n","y","y","n",8,1,"None",0,2,0,"n","n","n","n","n","y","n","n","n","n","n","n",1,1,"n",0,"n",9,0,1
15564650,184256,185753,11574,39,39,"HTML","y","n","y","n","n",2,13,"Apache-2.0",8,2,440,"n","n","n","n","n","y","n","n","y","n","n","n",6,0.4657261622321131,"y",10,"n",8,0,1
40841556,185754,185754,508,34,34,"Shell","y","y","y","y","n",27,4,"Non-standard",5,1,0,"y","y","n","n","n","n","n","n","n","n","y","y",2,0.9847380832516361,"n",0,"n",11,0,1
171808682,185753,185755,27563,153,153,"JavaScript","y","y","y","y","y",48,56,"AGPL-3.0",4,9,1455,"n","n","n","n","n","n","y","n","n","y","n","n",5,0.4869024391300643,"y",1,"y",32,37,1
131019752,185756,185759,409,55,55,"Ruby","n","n","y","n","n",10,0,"MIT",0,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",7,0,1
20184060,185763,185766,1039,31,31,?,"y","y","y","y","n",32,4,"MIT",7,3,0,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"n",0,"n",9,0,3
45567458,185772,185716,2206,32,32,"Go","y","y","y","y","n",24,0,"BSD-3-Clause",0,1,479,"n","n","n","n","n","n","n","n","n","n","n","n",5,0.983727175785108,"n",0,"y",10,0,1
43204991,185785,185788,6338,786,786,"Kotlin","y","y","y","y","n",68,16,"Apache-2.0",0,1,459,"n","n","n","n","n","n","n","n","y","y","n","n",4,0.8765250753473733,"n",0,"y",11,2,1
92215873,185787,185791,188396,423,423,"Python","y","y","y","y","n",21,38,"MIT",6,2,0,"n","n","n","n","n","n","n","n","n","n","n","y",4,0.955206499661476,"n",0,"y",15,0,1
284976391,185789,185727,167389,1462,1462,"C","y","y","y","n","n",404,33,"GPL-2.0",4,3,0,"y","n","n","n","y","n","n","n","n","n","n","n",15,0.8503982191726909,"n",0,"n",11,3,1
121892286,185796,185799,1568,13,13,"PHP","y","n","y","n","n",3,1,"None",0,1,364,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9995997988444104,"n",0,"n",8,0,1
60108716,185800,185802,80974,24,24,"C#","y","y","y","y","n",5,37,"MIT",14,0,5391,"n","n","n","n","n","n","n","n","n","n","n","n",16,0.6297376531139026,"n",0,"n",10,0,1
243550155,185812,185814,2159,43,43,"Ruby","y","n","y","y","n",7,15,"MIT",4,0,1802,"n","n","n","n","n","y","n","n","n","n","n","n",8,0.6881045566750129,"n",0,"n",21,0,1
25050681,185815,185617,352,50,50,"Swift","y","y","y","y","n",2,1,"MIT",0,0,4318,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",9,0,1
78353134,179346,179346,359,28,28,"Go","y","n","y","n","n",5,1,"Apache-2.0",6,1,602,"n","n","n","n","n","n","y","n","n","n","n","n",6,0.9797091137386209,"n",0,"y",8,0,1
213481405,179351,179352,1783,107,107,"Go","y","y","y","y","n",28,1,"Apache-2.0",4,2,0,"n","n","n","n","n","n","y","n","n","y","n","n",5,0.9539076266641522,"n",0,"y",10,0,1
31851381,179349,179344,13232,47,47,"Go","y","y","y","y","y",8,16,"Apache-2.0",3,1,1555,"y","y","n","n","n","n","n","n","y","y","n","n",5,0.8651577494498627,"y",1,"y",12,0,1
72895445,179354,179358,47395,1520,1520,"Python","y","y","y","y","n",281,58,"None",20,1,4732,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",8,0,1
195911917,179357,179358,6625,223,223,"Go","y","y","y","y","n",88,3,"Apache-2.0",4,2,0,"n","n","n","n","n","n","y","n","n","y","n","n",4,0.9315216141169512,"n",0,"y",8,0,1
219091284,179364,179364,4792,228,228,"Go","y","y","y","y","n",139,2,"Apache-2.0",4,2,0,"n","y","n","n","n","n","y","n","n","y","n","n",6,0.9663472850465232,"n",0,"y",9,0,1
30539538,179365,179367,36041,13,13,"Java","y","y","y","y","n",36,0,"Non-standard",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",6,0.2852864640120953,"n",0,"n",9,0,1
68011093,179366,179368,1675,16,16,"Python","y","y","y","y","n",10,0,"None",0,0,1465,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",9,0,1
14336304,179366,179368,5841,24,24,"TypeScript","y","y","y","y","n",1,0,"Apache-2.0",4,2,0,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.9575104226895104,"n",0,"n",9,0,1
168757229,179366,179369,54495,1731,1731,"TypeScript","y","y","y","y","y",238,58,"MIT",18,2,1745,"n","n","n","y","n","n","n","n","y","y","y","n",1,1,"y",1,"y",16,0,1
3715210,179366,179369,236,107,107,"JavaScript","y","n","y","n","n",30,4,"MIT",4,0,1935,"n","n","n","n","n","n","y","n","y","n","n","n",3,0.8596051123461863,"n",0,"y",9,0,1
227576567,179370,179373,2813,393,393,"Go","y","y","y","y","n",89,0,"Non-standard",5,2,0,"n","y","n","n","n","n","y","n","n","y","n","n",6,0.932001872723328,"n",0,"y",8,0,1
56455036,179371,179374,1827,94,94,"Python","y","n","n","n","n",32,10,"AGPL-3.0",2,2,2673,"y","y","n","n","n","y","n","n","n","n","n","y",5,0.9637946294150387,"n",0,"y",19,14,1
271716054,179369,179374,29377,9096,9096,"Python","y","n","y","n","n",1315,48,"Non-standard",0,0,308,"n","y","n","n","n","n","n","n","n","n","n","n",14,0.435458063662193,"n",0,"y",14,0,1
158487929,179374,179378,2248,590,590,"Python","y","n","y","n","n",328,88,"Apache-2.0",16,4,0,"y","n","n","y","n","n","n","n","n","n","n","y",4,0.9965015713601868,"n",0,"y",41,3,1
104951710,179378,179381,65023,114,114,"C++","y","n","y","y","n",47,203,"GPL-2.0",20,2,0,"n","n","n","n","n","n","n","n","y","n","n","n",13,0.641947918795224,"n",0,"y",57,2,1
109574682,179384,179386,1697934,71,71,"DM","y","y","y","n","y",264,231,"AGPL-3.0",14,4,0,"n","y","n","y","y","y","n","n","y","n","n","y",13,0.8964219756032771,"y",1,"n",61,7,1
193667683,179398,179401,4948,19,19,"Python","y","y","y","y","n",14,9,"LGPL-3.0",6,4,3215,"n","n","n","n","n","n","y","n","n","n","n","n",4,0.9978347309161056,"n",0,"y",14,17,1
92962256,179402,179401,195450,14,14,"Dart","y","y","y","y","n",2,3,"GPL-3.0",0,3,0,"y","y","y","n","n","n","n","n","n","n","n","y",7,0.9598982714715387,"n",0,"y",11,0,1
15512069,179402,179405,49765,21,21,"TypeScript","y","y","y","y","n",1,9,"None",0,3,0,"n","n","n","n","n","n","n","y","y","n","n","n",3,0.9943070644155207,"n",0,"y",10,0,1
132693295,179410,179413,17840,1718,1718,"Java","y","y","y","y","n",713,249,"Apache-2.0",1,1,0,"y","n","n","n","n","n","n","n","n","n","n","y",5,0.9970351233930814,"n",0,"y",12,6,1
25058613,179415,179361,899,47,47,"Go","y","y","y","y","n",16,1,"MIT",0,0,5458,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",9,0,1
132980097,179415,179418,2785,372,372,"Python","y","y","y","y","n",52,56,"Apache-2.0",1,0,1599,"n","n","n","n","n","n","n","n","n","n","n","n",5,0.9102576456449686,"n",0,"y",10,2,1
91494031,179423,179426,67615,770,770,"Java","y","y","y","y","n",198,1,"Apache-2.0",20,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.8250639339533774,"n",0,"y",8,0,1
91738990,179427,179430,2461,19,19,"Nunjucks","y","y","y","y","n",3,0,"Apache-2.0",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.4240508807795036,"n",0,"n",8,0,1
73933349,179417,179437,69484,178,178,"Python","y","y","y","y","n",42,3,"None",0,0,0,"n","n","n","n","n","n","n","n","y","n","n","n",1,1,"n",0,"n",6,0,1
41091204,179436,179394,42232,134,134,"JavaScript","y","y","y","y","n",40,2,"MIT",4,2,11702,"n","n","n","n","n","n","n","n","y","n","n","n",4,0.46066403756525387,"y",1,"n",10,0,1
280256069,179439,179443,24272,1208,1208,"Java","y","n","y","y","y",226,27,"Non-standard",18,0,0,"n","n","n","y","n","n","n","n","n","n","y","n",8,0.9658412545708954,"y",1,"y",27,300,1
11572650,179442,179444,964,13,13,"Kotlin","y","y","y","y","n",1,0,"Apache-2.0",3,0,883,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",9,0,1
148548481,179413,179452,73320,15,15,"AngelScript","y","y","y","y","n",23,26,"None",4,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.97243688083922,"n",0,"n",8,0,1
5488243,179452,179455,11143,321,321,"JavaScript","y","y","y","y","n",261,19,"None",0,2,4631,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9996307335120911,"n",0,"n",9,0,1
91393264,179473,179475,353,45,45,"Go","y","n","y","n","n",8,0,"MIT",7,2,1925,"n","n","n","n","n","n","n","n","n","y","n","n",1,1,"n",0,"y",12,0,1
109360751,179479,179482,130630,726,726,"JavaScript","y","y","y","n","y",187,5,"MIT",1,0,0,"n","n","n","n","n","n","n","n","y","n","n","n",5,0.8885791363357325,"y",1,"n",11,0,1
52185128,179481,179478,3160996,18,18,"Java","y","y","y","y","n",48,1,"Non-standard",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",12,0.882477054717597,"n",0,"n",9,0,1
22813429,179485,179488,533,100,100,"Python","y","y","y","y","n",17,5,"MIT",6,3,779,"n","n","n","n","n","n","n","y","n","n","n","n",1,1,"n",0,"y",9,0,1
782875,179485,179488,394,13,13,"TypeScript","y","y","y","y","n",12,0,"MIT",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9840105592830802,"n",0,"n",9,0,1
19086244,179489,179492,4166,229,229,"JavaScript","y","y","y","y","n",451,112,"GPL-3.0",0,3,1374,"n","n","n","y","n","n","n","n","y","n","n","n",4,0.9971116389021453,"n",0,"y",12,0,1
9660158,179500,179503,276,41,41,"JavaScript","y","y","y","y","n",6,10,"MIT",6,2,0,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",12,0,1
3871066,179502,179504,1624,39,39,"C++","y","y","y","y","n",5,0,"GPL-3.0",4,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",5,0.945881443986346,"n",0,"n",9,0,1
119327145,179505,179385,21795,352,352,"JavaScript","y","y","y","n","y",238,91,"None",2,2,0,"y","y","n","y","n","n","n","n","n","n","n","y",6,0.4107148193973736,"y",1,"n",24,0,1
78927862,179508,179511,495,38,38,"C","y","y","y","y","n",5,2,"GPL-2.0",5,0,0,"n","y","n","n","n","n","n","n","n","n","n","n",3,0.9886723946847739,"n",0,"n",8,0,1
93550338,179519,179525,56789,17626,17626,"Java","y","y","y","y","n",2590,114,"Apache-2.0",7,0,0,"n","y","n","n","n","n","n","n","n","n","y","n",15,0.54349347125425,"y",1,"y",16,0,1
385008997,179523,179526,74110,191,191,"Perl","n","y","y","n","n",52,0,"Apache-2.0",4,0,0,"y","n","n","n","n","n","n","n","n","n","n","n",11,0.742972743397898,"n",0,"n",0,0,1
31190705,179524,179527,1291,592,592,"JavaScript","y","y","y","y","n",99,11,"MPL-2.0",13,1,0,"n","n","n","n","n","n","n","n","y","n","n","n",1,1,"y",1,"y",15,0,1
142588996,179531,179534,261957,27,27,"JavaScript","y","y","y","y","y",98,13,"None",0,2,0,"n","n","n","n","n","n","n","n","n","n","n","n",7,0.5981592739358302,"y",2,"n",8,0,1
142079795,179534,179537,20362,13,13,"PHP","y","y","y","n","y",14,4,"MIT",6,3,1090,"n","y","n","y","n","n","n","n","n","y","n","n",2,0.9882531757695328,"y",1,"y",12,0,1
190284652,179535,179539,888,52,52,"JavaScript","y","n","y","y","n",48,1,"MIT",2,1,0,"n","n","n","n","n","n","y","n","n","n","n","n",1,1,"n",0,"n",8,0,1
155075748,179548,179531,121995,1064,1064,"JavaScript","y","y","y","y","n",295,372,"AGPL-3.0",8,6,3860,"n","y","n","n","n","n","y","n","n","y","y","n",7,0.5558150009515886,"n",0,"y",47,112,1
108338278,179546,179549,6416,24,24,"Go","y","y","y","y","n",31,2,"Non-standard",2,1,2598,"n","y","n","n","n","n","y","n","n","n","y","y",2,0.99965801212684,"n",0,"n",8,1,1
94461183,179550,179552,155381,24,24,"Shell","y","y","y","y","n",5,1,"None",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",8,0,1
210363644,179549,179553,1323998,88,88,"Python","n","n","y","n","n",61,1,"GPL-2.0",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",7,0.500639248830227,"n",0,"n",7,0,1
147085783,179558,179412,40635,15836,15836,"TypeScript","y","n","y","n","y",735,17,"Apache-2.0",18,2,0,"n","n","n","y","n","n","y","n","y","n","y","y",4,0.9857990686298659,"y",1,"y",25,0,1
138253383,179567,179476,522,45,45,"Python","y","y","y","y","n",22,27,"Apache-2.0",3,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9975162649451467,"n",0,"y",11,2,1
72066110,179573,179577,81365,2518,2518,"PHP","y","y","y","y","y",366,281,"MIT",2,1,0,"n","n","n","n","n","n","n","n","n","n","y","n",5,0.8888180659779202,"y",1,"y",11,0,1
56462513,179574,179536,6001,41,41,"Java","y","y","y","y","n",47,74,"Non-standard",6,1,0,"n","y","n","n","n","y","n","n","n","y","n","y",4,0.9966302694946403,"n",0,"y",10,2,1
104958717,179595,179595,924,12,12,"Dockerfile","y","y","y","y","n",2,0,"Non-standard",4,1,3130,"y","y","n","n","n","n","n","n","n","n","y","y",2,0.7439670394349618,"n",0,"y",9,0,1
59707871,179593,179596,1680022,33,33,"Python","y","y","y","y","n",131,0,"None",0,1,933,"n","n","n","n","n","n","n","n","n","n","y","y",1,1,"n",0,"n",9,0,1
14219940,179595,179582,1000,20,20,"TypeScript","y","y","y","n","n",0,0,"None",6,2,2272,"n","n","n","n","n","n","y","n","n","n","n","n",3,0.6487075766703961,"n",0,"y",13,0,1
170865130,179597,179600,12323,900,900,"C#","y","n","y","n","n",187,11,"LGPL-3.0",3,0,0,"n","y","y","y","n","n","n","n","n","n","n","n",6,0.9581532766611677,"n",0,"y",7,54,1
193889287,179620,179622,43792,183,183,"PHP","y","y","y","y","n",119,159,"None",6,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",6,0.8177707649702409,"n",0,"y",10,1,1
113346015,179636,179602,9949,42,42,"Kotlin","y","y","y","y","n",13,2,"Apache-2.0",0,0,2577,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.5897302673574514,"n",0,"y",8,0,1
109472096,179641,179645,1684591,19928,19928,"Standard ML","y","y","y","y","y",4158,138,"Non-standard",0,0,0,"n","y","n","y","n","n","n","n","n","n","n","n",6,0.6383406432748538,"y",1,"n",10,2,1
150076199,179643,179645,34283,22,22,"HTML","y","y","y","y","y",11,0,"None",1,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.9998313154872007,"y",1,"n",7,0,1
138116097,179653,179656,35469,285,285,"Smarty","y","n","y","n","n",45,5,"Non-standard",10,0,4390,"n","y","n","y","n","n","n","n","y","n","n","n",2,0.5019366690369987,"n",0,"y",10,0,1
20011620,179657,179659,2811,60,60,"QML","y","y","y","y","n",8,6,"GPL-3.0",0,0,610,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.7798583773687509,"n",0,"n",9,0,1
8127992,179659,179660,11785,228,228,"Go","y","y","y","n","y",36,31,"Apache-2.0",8,2,0,"n","n","n","n","n","n","n","n","n","n","n","y",4,0.9899651052130697,"y",1,"y",19,1,1
48277200,179695,179698,206524,22,22,"Go","y","y","y","y","n",8,0,"MIT",9,0,0,"n","n","n","n","n","n","y","n","n","n","n","n",7,0.9122090001402524,"n",0,"y",9,0,1
149625614,179697,179700,1384,62,62,"Python","n","n","y","n","n",16,2,"MIT",1,0,3358,"n","y","n","n","n","n","n","n","n","n","n","y",2,0.9988833553510787,"n",0,"y",7,0,1
34827882,179698,179701,6855,21,21,"Java","y","y","y","y","n",18,0,"MIT",1,4,0,"n","y","n","y","n","n","n","n","n","n","n","n",7,0.9428842882864931,"n",0,"y",10,0,1
218130015,179700,179696,1927,1784,1784,"Ruby","y","y","y","y","n",238,24,"Non-standard",9,1,0,"n","n","n","y","n","n","y","n","n","n","n","n",1,1,"n",0,"n",11,1,1
46277390,179701,179585,94125,50,50,"PHP","y","n","y","n","y",17,7,"MIT",5,4,2616,"y","n","n","n","n","n","n","n","n","y","n","n",5,0.6750888998740253,"y",1,"n",16,0,1
37724924,179703,179706,29927,17,17,"Java","y","y","y","y","n",92,1,"GPL-3.0",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9449388990528665,"n",0,"n",9,0,1
28931123,179710,179713,206404,404,404,"C#","y","y","y","y","y",106,0,"Non-standard",0,0,0,"y","n","n","n","y","n","n","n","n","n","n","n",6,0.48523989426675485,"y",1,"n",9,0,1
85949218,179711,179704,10899,3767,3767,"TypeScript","y","n","y","n","n",145,13,"MIT",5,1,0,"y","y","n","n","n","n","y","n","n","y","y","y",2,0.9765822404042834,"n",0,"y",18,0,1
25969847,179712,179715,9663,223,223,?,"y","y","y","y","n",91,16,"MIT",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",0,?,"n",0,"n",10,0,1
219392038,179460,179724,3212,86260,86260,"JavaScript","y","y","y","n","n",8485,265,"MIT",4,2,0,"y","y","n","y","n","n","y","n","n","n","y","y",3,0.9336225826080055,"n",0,"y",28,7,1
59467551,179723,179726,12014,18,18,"JavaScript","y","y","y","n","n",14,22,"None",0,0,1452,"n","n","n","n","n","n","n","n","n","n","n","n",7,0.6562300738639582,"n",0,"n",13,0,1
27453370,179728,179729,23969,170,170,"C#","y","y","y","y","y",111,101,"Non-standard",0,7,0,"n","y","n","n","n","n","y","n","y","n","n","y",6,0.9756694093709835,"y",1,"y",13,2,1
59254634,179709,179731,3622,149,149,"QML","y","y","y","y","n",12,10,"GPL-3.0",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.7992359932088285,"n",0,"n",9,0,1
147419057,179728,179732,9195,20,20,"C++","y","y","y","y","n",6,0,"None",3,1,724,"n","n","n","n","n","n","n","n","n","n","n","n",9,0.6213389891722316,"n",0,"n",7,0,1
60923587,179340,179740,11517,7025,7025,"C++","y","y","y","y","y",940,459,"Non-standard",0,1,10046,"y","y","n","n","y","y","n","n","y","n","n","y",6,0.9946245278629939,"y",1,"n",46,1,1
40676420,179739,179742,5198,426,426,"Cuda","y","y","y","y","n",91,39,"Non-standard",0,16,0,"n","n","n","n","n","n","n","n","n","n","n","n",6,0.4343884650870802,"n",0,"y",10,0,1
226412468,179714,179752,336291,41845,41845,"Java","y","y","y","y","y",9320,713,"Apache-2.0",2,1,2510,"y","y","n","n","n","n","n","n","n","y","n","n",4,0.9994764652655728,"y",1,"y",50,32,1
93833199,179757,179760,2233,56,56,"PHP","y","y","y","y","n",25,1,"MIT",3,0,3488,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",8,0,1
158867917,179759,179752,2370,59,59,"JavaScript","y","y","y","y","n",39,71,"AGPL-3.0",4,2,0,"n","y","n","n","n","n","y","n","n","n","y","n",3,0.6843330059718062,"n",0,"n",34,152,1
11962170,179769,179772,854,30,30,"Python","y","y","y","y","n",65,2,"GPL-3.0",2,5,2184,"n","n","n","n","n","n","n","n","n","n","n","n",4,0.9622862236087126,"n",0,"n",9,0,1
28816546,179774,179777,19055,62,62,"Go","y","y","y","y","y",13,1,"MIT",3,3,0,"y","y","n","n","n","n","n","n","n","n","n","y",6,0.9459064180022795,"y",1,"y",14,0,1
72329775,179773,179635,3042,461,461,"HTML","y","y","y","y","y",28,53,"Non-standard",0,1,0,"y","y","n","n","n","n","n","n","n","n","n","n",3,0.9761557652999879,"y",1,"n",22,3,1
70336215,179778,179781,7583,808,808,"Java","y","y","y","y","n",159,105,"MIT",0,3,0,"n","n","n","n","n","n","n","n","y","n","n","n",5,0.962010884060144,"n",0,"y",14,0,1
12964276,179778,179655,9654,100,100,"TypeScript","y","y","y","y","n",355,5,"None",0,6,471,"n","n","n","n","n","y","y","n","n","n","n","y",3,0.9934846460637734,"n",0,"y",8,0,1
261395477,179782,179785,906785,11,11,"HTML","y","y","y","y","y",1,0,"Non-standard",0,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",7,0.4851096644231929,"y",1,"n",7,0,1
120211985,179786,179789,8450,16,16,"HTML","y","n","y","n","y",2,8,"MIT",9,0,1152,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.9642020443238882,"y",1,"n",12,0,1
130902581,179787,179780,100425,4887,4887,"TypeScript","y","y","y","y","y",306,126,"MIT",5,2,0,"y","y","n","n","n","n","y","n","y","y","y","y",5,0.9653764542103875,"n",0,"y",33,13,1
102369921,179791,179794,174174,11,11,"JavaScript","y","y","y","y","n",3,0,"MIT",0,0,160,"n","n","n","n","n","n","n","n","n","n","n","n",5,0.8640362474475131,"n",0,"n",9,0,1
99675160,179795,179798,8674,45,45,"HLSL","y","y","y","y","y",16,0,"None",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"y",1,"n",8,0,1
120053814,179798,179801,170068,164,164,"Python","y","y","y","n","n",487,433,"MIT",2,0,2133,"y","y","n","n","n","y","n","n","n","n","y","y",5,0.9995870878422324,"n",0,"n",297,56,1
177015399,179805,179808,12844,241,241,"HTML","y","y","y","y","n",60,1,"None",0,0,463,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"n",8,0,1
78968347,179805,179808,13090,13,13,"TypeScript","y","n","y","n","y",0,0,"None",0,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9957835095694568,"y",2,"n",8,0,1
162801952,179810,179813,66058,189,189,"HTML","y","y","y","y","y",49,0,"None",0,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.9928361826238817,"y",1,"n",7,0,1
63797826,179816,179819,27279,467,467,"Jupyter Notebook","y","y","y","y","n",111,13,"Non-standard",6,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.9713869536669684,"n",0,"n",10,0,1
165985855,179826,179829,20550,24,24,"TypeScript","y","y","y","y","n",4,0,"Non-standard",10,0,0,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.5464566929133858,"n",0,"n",7,0,1
15063303,179831,179834,946,43,43,"Python","y","y","y","y","n",73,1,"None",3,1,2568,"n","n","n","n","n","n","n","n","n","n","n","n",1,1,"n",0,"y",9,0,1
23968803,179836,179839,45439,29,29,"Python","y","y","y","y","n",2,0,"MIT",0,0,0,"n","n","n","n","n","n","n","n","y","n","n","n",2,0.9978927346897916,"n",0,"n",10,0,1
32253929,179831,179839,56915,190,190,"C","y","y","y","y","n",37,5,"GPL-3.0",0,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",3,0.9957330392013131,"n",0,"y",9,0,1
144279071,179843,179845,18067,159,159,"Jupyter Notebook","y","y","y","y","n",71,0,"None",0,0,3057,"n","n","n","n","n","n","n","n","n","n","n","n",5,0.8828129652567306,"n",0,"n",7,0,1
13057820,179828,179851,149105,13760,13760,"Jupyter Notebook","y","y","y","y","n",3368,17,"MIT",9,1,0,"y","y","y","n","y","n","n","n","y","n","n","n",6,0.9941020372963018,"n",0,"n",11,0,1
62713479,179850,179814,2824,34,34,"Makefile","y","y","y","y","n",19,4,"None",0,1,0,"n","n","n","n","n","n","n","n","n","n","n","n",2,0.8423289837880585,"n",0,"y",9,0,1
